 DANE ; DEPARTAMENTO ; MUNICIPIO ; COD EPS ; NOMBRE EPS ; NIT IPS ; NOMBRE IPS ; FORMA DE CONTRATACIÓN ; VALOR ORDENADO $ ;" TOTAL GIRO 
 NOVIEMBRE 2024 $ "
08832;ATLANTICO;TUBARA;CCF055;Cajacopi;900397110;CONSUSALUD DEL CARIBE IPS LTDA;Capitación ; 4,805,430.00   ; 4,805,430.00   
08832;ATLANTICO;TUBARA;EPSS10;Suramericana;802009463;ESE CENTRO DE SALUD DE TUBARÁ;Capitación ; 3,789,677.00   ; 3,789,677.00   
08832;ATLANTICO;TUBARA;EPSS37;Nueva Eps;802009463;ESE CENTRO DE SALUD DE TUBARÁ;Capitación ; 3,154,330.00   ; 3,154,330.00   
08832;ATLANTICO;TUBARA;EPSS41;Nueva Eps;802009463;ESE CENTRO DE SALUD DE TUBARÁ;Capitación ; 51,294,910.00   ; 51,294,910.00   
08849;ATLANTICO;USIACURI;EPSS37;Nueva Eps;802009049;ESE CENTRO DE SALUD USIACURI JOSE MARIA FEREZ FARAH;Capitación ; 9,268,112.00   ; 9,268,112.00   
08849;ATLANTICO;USIACURI;EPSS41;Nueva Eps;802009049;ESE CENTRO DE SALUD USIACURI JOSE MARIA FEREZ FARAH;Capitación ; 174,195,840.00   ; 174,195,840.00   
11001;BOGOTA D.C.;BOGOTA D.C.;EPSS02;Salud Total;800003765;VIRREY SOLIS IPS SA;Capitación ; 3,453,166,237.00   ; 3,453,166,237.00   
11001;BOGOTA D.C.;BOGOTA D.C.;EPSS02;Salud Total;800149453;CPO SA;Capitación ; 69,472,494.00   ; 69,472,494.00   
11001;BOGOTA D.C.;BOGOTA D.C.;EPSS10;Suramericana;800216958;ASISTIR SALUD SAS;Capitación ; 486,602,749.00   ; 486,602,749.00   
11001;BOGOTA D.C.;BOGOTA D.C.;EPSS10;Suramericana;830017969;UNIDAD MEDICA SANTAFE SAS;Capitación ; 267,956,766.00   ; 267,956,766.00   
11001;BOGOTA D.C.;BOGOTA D.C.;EPSS10;Suramericana;860007336;CAJA COLOMBIANA DE SUBSIDIO FAMILIAR COLSUBSIDIO;Capitación ; 5,933,438,723.00   ; 5,933,438,723.00   
11001;BOGOTA D.C.;BOGOTA D.C.;EPSS17;Famisanar;900496641;CLINICOS PROGRAMAS DE ATENCIÓN INTEGRAL S.A.S IPS;Capitación ; 65,275,073.00   ; 65,275,073.00   
11001;BOGOTA D.C.;BOGOTA D.C.;ESS024;Coosalud;900959051;SUBRED INTEGRADA DE SERVICIOS DE SALUD CENTRO ORIENTE E.S.E;Capitación ; 114,994,176.00   ; 114,994,176.00   
11001;BOGOTA D.C.;BOGOTA D.C.;ESS024;Coosalud;900971006;SUBRED INTEGRADA DE SERVICIOS DE SALUD NORTE E.S.E;Capitación ; 152,595,168.00   ; 152,595,168.00   
13001;BOLIVAR;CARTAGENA;CCF033;Familiar de Colombia;806010305;ESE HOSPITAL LOCAL CARTAGENA DE INDIAS;Capitación ; 274,429,573.00   ; 274,429,573.00   
13001;BOLIVAR;CARTAGENA;CCF033;Familiar de Colombia;900449481;MEDICINA INTEGRAL DEL CARIBE SAS;Capitación ; 198,010,139.00   ; 198,010,139.00   
13001;BOLIVAR;CARTAGENA;CCF055;Cajacopi;806010305;ESE HOSPITAL LOCAL CARTAGENA DE INDIAS;Capitación ; 841,153,272.00   ; 841,153,272.00   
13001;BOLIVAR;CARTAGENA;CCF055;Cajacopi;900397110;CONSUSALUD DEL CARIBE IPS LTDA;Capitación ; 87,203,634.00   ; 87,203,634.00   
13001;BOLIVAR;CARTAGENA;CCF055;Cajacopi;900449481;MEDICINA INTEGRAL DEL CARIBE SAS;Capitación ; 556,314,080.00   ; 556,314,080.00   
13001;BOLIVAR;CARTAGENA;CCF055;Cajacopi;901128236;IPS PORTOSALUD S.A.S.;Capitación ; 43,605,140.00   ; 43,605,140.00   
13001;BOLIVAR;CARTAGENA;CCF055;Cajacopi;901421189;RED MEDICA INTEGRAL SAS;Capitación ; 243,400,308.00   ; 243,400,308.00   
13001;BOLIVAR;CARTAGENA;EPSS02;Salud Total;800003765;VIRREY SOLIS IPS SA;Capitación ; 1,484,962,849.00   ; 1,484,962,849.00   
13001;BOLIVAR;CARTAGENA;EPSS02;Salud Total;900441562;TOTAL 22 S.A.S;Capitación ; 32,313,540.00   ; 32,313,540.00   
13001;BOLIVAR;CARTAGENA;EPSS37;Nueva Eps;806010305;ESE HOSPITAL LOCAL CARTAGENA DE INDIAS;Capitación ; 245,322,238.00   ; 245,322,238.00   
13001;BOLIVAR;CARTAGENA;EPSS41;Nueva Eps;806010305;ESE HOSPITAL LOCAL CARTAGENA DE INDIAS;Capitación ; 815,517,384.00   ; 815,517,384.00   
13001;BOLIVAR;CARTAGENA;ESS024;Coosalud;806010305;ESE HOSPITAL LOCAL CARTAGENA DE INDIAS;Capitación ; 4,330,079,601.00   ; 4,330,079,601.00   
13001;BOLIVAR;CARTAGENA;ESS207;Mutual Ser;806004548;CENTROMEDICO CRECER LTDA;Capitación ; 27,156,113.00   ; 27,156,113.00   
13001;BOLIVAR;CARTAGENA;ESS207;Mutual Ser;806010305;ESE HOSPITAL LOCAL CARTAGENA DE INDIAS;Capitación ; 3,283,208,019.00   ; 3,283,208,019.00   
13001;BOLIVAR;CARTAGENA;ESS207;Mutual Ser;806011811;DISTRIBUCIONES PHARMASER LIMITADA ;Capitación ; 2,472,633,623.00   ; 2,472,633,623.00   
13001;BOLIVAR;CARTAGENA;ESS207;Mutual Ser;816001182;AUDIFARMA S.A.;Capitación ; 10,306,985,936.00   ; 10,306,985,936.00   
13001;BOLIVAR;CARTAGENA;ESS207;Mutual Ser;830090073;ASOCIACION DE AMIGOS CONTRA EL CANCER PROSEGUIR;Capitación ; 110,093,749.00   ; 110,093,749.00   
13001;BOLIVAR;CARTAGENA;ESS207;Mutual Ser;900422757;IPS FUNDACION SERSOCIAL SEDE CARTAGENA;Capitación ; 2,501,538,556.00   ; 2,501,538,556.00   
13001;BOLIVAR;CARTAGENA;ESS207;Mutual Ser;900440054;IPS DELTA CARTAGENA S.A.S;Capitación ; 99,879,278.00   ; 99,879,278.00   
13001;BOLIVAR;CARTAGENA;ESS207;Mutual Ser;900712142;PROSEGUIR IPS REHABILITACION INTEGRAL S.A.S.;Capitación ; 38,365,951.00   ; 38,365,951.00   
13006;BOLIVAR;ACHI;ESS024;Coosalud;806007813;ESE HOSPITAL LOCAL SAN JOSE DEACHI;Capitación ; 181,628,964.00   ; 181,628,964.00   
13006;BOLIVAR;ACHI;ESS207;Mutual Ser;806007813;ESE HOSPITAL LOCAL SAN JOSE DEACHI;Capitación ; 165,418,116.00   ; 165,418,116.00   
13030;BOLIVAR;ALTOS DEL ROSARIO;ESS207;Mutual Ser;900063533;ESE CENTRO DE SALUD CON CAMA MANUEL H ZABALETA G.;Capitación ; 188,532,209.00   ; 188,532,209.00   
13042;BOLIVAR;ARENAL;EPSS37;Nueva Eps;806007809;E.S.E. HOSPITAL LOCAL MANUELA PABUENA LOBO;Capitación ; 3,564,792.00   ; 3,564,792.00   
13042;BOLIVAR;ARENAL;EPSS41;Nueva Eps;806007809;E.S.E. HOSPITAL LOCAL MANUELA PABUENA LOBO;Capitación ; 169,998,912.00   ; 169,998,912.00   
13052;BOLIVAR;ARJONA;CCF055;Cajacopi;806007923;E.S.E. HOSPITAL LOCAL ARJONA;Capitación ; 6,092,425.00   ; 6,092,425.00   
13052;BOLIVAR;ARJONA;CCF055;Cajacopi;900397110;CONSUSALUD DEL CARIBE IPS LTDA;Capitación ; 428,064.00   ; 428,064.00   
13052;BOLIVAR;ARJONA;EPSS37;Nueva Eps;806007923;E.S.E. HOSPITAL LOCAL ARJONA;Capitación ; 28,358,100.00   ; 28,358,100.00   
13052;BOLIVAR;ARJONA;EPSS41;Nueva Eps;806007923;E.S.E. HOSPITAL LOCAL ARJONA;Capitación ; 203,478,120.00   ; 203,478,120.00   
13052;BOLIVAR;ARJONA;ESS024;Coosalud;806007923;E.S.E. HOSPITAL LOCAL ARJONA;Capitación ; 106,650,480.00   ; 106,650,480.00   
13052;BOLIVAR;ARJONA;ESS207;Mutual Ser;806007923;E.S.E. HOSPITAL LOCAL ARJONA;Capitación ; 796,620,546.00   ; 796,620,546.00   
13052;BOLIVAR;ARJONA;ESS207;Mutual Ser;900592759;HEEDSALUD DEL CARIBE S.A.S.;Capitación ; 40,922,675.00   ; 40,922,675.00   
13062;BOLIVAR;ARROYOHONDO;EPSS37;Nueva Eps;806008082;ESE CENTRO DE SALUD CON CAMAS DE ARROYOHONDO;Capitación ; 2,143,951.00   ; 2,143,951.00   
13062;BOLIVAR;ARROYOHONDO;ESS207;Mutual Ser;806008082;ESE CENTRO DE SALUD CON CAMAS DE ARROYOHONDO;Capitación ; 155,235,661.00   ; 155,235,661.00   
13074;BOLIVAR;BARRANCO DE LOBA;CCF055;Cajacopi;806006753;E.S.E. HOSPITAL JOSE RUDECINDO LOPEZ PARODI;Capitación ; 3,017,379.00   ; 3,017,379.00   
13074;BOLIVAR;BARRANCO DE LOBA;CCF055;Cajacopi;900397110;CONSUSALUD DEL CARIBE IPS LTDA;Capitación ; 178,017.00   ; 178,017.00   
13074;BOLIVAR;BARRANCO DE LOBA;EPSS37;Nueva Eps;806006753;E.S.E. HOSPITAL JOSE RUDECINDO LOPEZ PARODI;Capitación ; 3,464,076.00   ; 3,464,076.00   
13074;BOLIVAR;BARRANCO DE LOBA;EPSS41;Nueva Eps;806006753;E.S.E. HOSPITAL JOSE RUDECINDO LOPEZ PARODI;Capitación ; 33,486,068.00   ; 33,486,068.00   
13074;BOLIVAR;BARRANCO DE LOBA;ESS024;Coosalud;806006753;E.S.E. HOSPITAL JOSE RUDECINDO LOPEZ PARODI;Capitación ; 4,506,411.00   ; 4,506,411.00   
13074;BOLIVAR;BARRANCO DE LOBA;ESS207;Mutual Ser;806006753;E.S.E. HOSPITAL JOSE RUDECINDO LOPEZ PARODI;Capitación ; 355,481,497.00   ; 355,481,497.00   
13140;BOLIVAR;CALAMAR;CCF055;Cajacopi;806006537;ESE HOSPITAL LOCAL DE CALAMAR;Capitación ; 1,305,128.00   ; 1,305,128.00   
13140;BOLIVAR;CALAMAR;CCF055;Cajacopi;900397110;CONSUSALUD DEL CARIBE IPS LTDA;Capitación ; 105,987.00   ; 105,987.00   
13140;BOLIVAR;CALAMAR;EPSS41;Nueva Eps;806006537;ESE HOSPITAL LOCAL DE CALAMAR;Capitación ; 10,562,268.00   ; 10,562,268.00   
13140;BOLIVAR;CALAMAR;ESS024;Coosalud;806006537;ESE HOSPITAL LOCAL DE CALAMAR;Capitación ; 1,513,613.00   ; 1,513,613.00   
13140;BOLIVAR;CALAMAR;ESS207;Mutual Ser;806006537;ESE HOSPITAL LOCAL DE CALAMAR;Capitación ; 401,659,403.00   ; 401,659,403.00   
13160;BOLIVAR;CANTAGALLO;CCF055;Cajacopi;829001887;ESE CENTRO DE SALUD CON CAMAS DE CANTAGALLO;Capitación ; 1,396,678.00   ; 1,396,678.00   
13160;BOLIVAR;CANTAGALLO;CCF055;Cajacopi;900397110;CONSUSALUD DEL CARIBE IPS LTDA;Capitación ; 110,103.00   ; 110,103.00   
13160;BOLIVAR;CANTAGALLO;EPSS37;Nueva Eps;829001887;ESE CENTRO DE SALUD CON CAMAS DE CANTAGALLO;Capitación ; 5,095,693.00   ; 5,095,693.00   
13160;BOLIVAR;CANTAGALLO;EPSS41;Nueva Eps;829001887;ESE CENTRO DE SALUD CON CAMAS DE CANTAGALLO;Capitación ; 19,819,712.00   ; 19,819,712.00   
13160;BOLIVAR;CANTAGALLO;ESS024;Coosalud;829001887;ESE CENTRO DE SALUD CON CAMAS DE CANTAGALLO;Capitación ; 74,262,538.00   ; 74,262,538.00   
13188;BOLIVAR;CICUCO;CCF055;Cajacopi;806007161;ESE HOSPITAL LOCAL DE CICUCO;Capitación ; 1,802,545.00   ; 1,802,545.00   
13188;BOLIVAR;CICUCO;CCF055;Cajacopi;900397110;CONSUSALUD DEL CARIBE IPS LTDA;Capitación ; 150,234.00   ; 150,234.00   
13188;BOLIVAR;CICUCO;ESS024;Coosalud;806007161;ESE HOSPITAL LOCAL DE CICUCO;Capitación ; 2,687,333.00   ; 2,687,333.00   
13188;BOLIVAR;CICUCO;ESS207;Mutual Ser;806007161;ESE HOSPITAL LOCAL DE CICUCO;Capitación ; 125,698,486.00   ; 112,679,649.60   
13212;BOLIVAR;CORDOBA;CCF055;Cajacopi;806012905;ESE CENTRO DE SALUD CON CAMAS CORDOBA BOLIVAR;Capitación ; 38,594,306.00   ; 38,594,306.00   
13212;BOLIVAR;CORDOBA;CCF055;Cajacopi;900397110;CONSUSALUD DEL CARIBE IPS LTDA;Capitación ; 2,742,285.00   ; 2,742,285.00   
13212;BOLIVAR;CORDOBA;ESS207;Mutual Ser;806012905;ESE CENTRO DE SALUD CON CAMAS CORDOBA BOLIVAR;Capitación ; 343,506,145.00   ; 343,506,145.00   
13222;BOLIVAR;CLEMENCIA;CCF055;Cajacopi;806007923;E.S.E. HOSPITAL LOCAL ARJONA;Capitación ; 17,407,771.00   ; 17,407,771.00   
13222;BOLIVAR;CLEMENCIA;CCF055;Cajacopi;900397110;CONSUSALUD DEL CARIBE IPS LTDA;Capitación ; 1,161,741.00   ; 1,161,741.00   
13222;BOLIVAR;CLEMENCIA;EPSS37;Nueva Eps;806007923;E.S.E. HOSPITAL LOCAL ARJONA;Capitación ; 6,628,560.00   ; 6,628,560.00   
13222;BOLIVAR;CLEMENCIA;EPSS41;Nueva Eps;806007923;E.S.E. HOSPITAL LOCAL ARJONA;Capitación ; 41,615,220.00   ; 41,615,220.00   
13222;BOLIVAR;CLEMENCIA;ESS024;Coosalud;806007923;E.S.E. HOSPITAL LOCAL ARJONA;Capitación ; 180,791,040.00   ; 180,791,040.00   
13244;BOLIVAR;EL CARMEN DE BOLIVAR;CCF055;Cajacopi;806007801;E.S.E. CENTRO DE SALUD GIOVANI CRISTINI IPS MUNICIPAL;Capitación ; 29,242,180.00   ; 29,242,180.00   
13244;BOLIVAR;EL CARMEN DE BOLIVAR;CCF055;Cajacopi;900397110;CONSUSALUD DEL CARIBE IPS LTDA;Capitación ; 4,232,277.00   ; 4,232,277.00   
13244;BOLIVAR;EL CARMEN DE BOLIVAR;EPSS41;Nueva Eps;806007801;E.S.E. CENTRO DE SALUD GIOVANI CRISTINI IPS MUNICIPAL;Capitación ; 16,696,180.00   ; 16,696,180.00   
13244;BOLIVAR;EL CARMEN DE BOLIVAR;ESS024;Coosalud;806007801;E.S.E. CENTRO DE SALUD GIOVANI CRISTINI IPS MUNICIPAL;Capitación ; 47,660,966.00   ; 47,660,966.00   
13244;BOLIVAR;EL CARMEN DE BOLIVAR;ESS207;Mutual Ser;806007801;E.S.E. CENTRO DE SALUD GIOVANI CRISTINI IPS MUNICIPAL;Capitación ; 235,286,588.00   ; 235,286,588.00   
13244;BOLIVAR;EL CARMEN DE BOLIVAR;ESS207;Mutual Ser;900196346;ESE HOSPITAL NUESTRA SEÑORA DEL CARMEN;Capitación ; 553,958,051.00   ; 553,958,051.00   
13248;BOLIVAR;EL GUAMO;CCF055;Cajacopi;806006414;E.S.E. HOSPITAL LOCAL SAN JUAN NEPOMUCENO;Capitación ; 3,210,782.00   ; 3,210,782.00   
13248;BOLIVAR;EL GUAMO;CCF055;Cajacopi;900397110;CONSUSALUD DEL CARIBE IPS LTDA;Capitación ; 306,642.00   ; 306,642.00   
13248;BOLIVAR;EL GUAMO;ESS207;Mutual Ser;806006414;E.S.E. HOSPITAL LOCAL SAN JUAN NEPOMUCENO;Capitación ; 138,252,506.00   ; 138,252,506.00   
13268;BOLIVAR;EL PEÑON;ESS207;Mutual Ser;806011087;ESE CENTRO DE SALUD CON CAMAS EL PEÑON BOLIVAR;Capitación ; 118,019,453.00   ; 118,019,453.00   
13300;BOLIVAR;HATILLO DE LOBA;CCF055;Cajacopi;806013761;ESE HOSPITAL HATILLO DE LOBA;Capitación ; 1,348,438.00   ; 1,348,438.00   
13300;BOLIVAR;HATILLO DE LOBA;ESS024;Coosalud;806013761;ESE HOSPITAL HATILLO DE LOBA;Capitación ; 3,563,016.00   ; 3,563,016.00   
13300;BOLIVAR;HATILLO DE LOBA;ESS207;Mutual Ser;806013761;ESE HOSPITAL HATILLO DE LOBA;Capitación ; 261,594,167.00   ; 261,594,167.00   
13430;BOLIVAR;MAGANGUE;CCF033;Familiar de Colombia;806013598;EMPRESA SOCIAL DEL ESTADO RIO GRANDE DE LA MAGDALENA DEL MUNICIPIO DE MAGANGUE;Capitación ; 17,323,321.00   ; 17,323,321.00   
13430;BOLIVAR;MAGANGUE;CCF055;Cajacopi;802023689;VIDA INTEGRAL LIMITADA;Capitación ; 70,364,258.00   ; 70,364,258.00   
13430;BOLIVAR;MAGANGUE;CCF055;Cajacopi;806013598;EMPRESA SOCIAL DEL ESTADO RIO GRANDE DE LA MAGDALENA DEL MUNICIPIO DE MAGANGUE;Capitación ; 425,709,737.00   ; 425,709,737.00   
13430;BOLIVAR;MAGANGUE;CCF055;Cajacopi;900196347;EMPRESA SOCIAL DEL ESTADO HOSPITAL LA DIVINA MISERICORDIA;Capitación ; 46,972,077.00   ; 46,972,077.00   
13430;BOLIVAR;MAGANGUE;CCF055;Cajacopi;900397110;CONSUSALUD DEL CARIBE IPS LTDA;Capitación ; 37,013,130.00   ; 37,013,130.00   
13430;BOLIVAR;MAGANGUE;EPSS41;Nueva Eps;806013598;EMPRESA SOCIAL DEL ESTADO RIO GRANDE DE LA MAGDALENA DEL MUNICIPIO DE MAGANGUE;Capitación ; 72,959,821.00   ; 72,959,821.00   
13430;BOLIVAR;MAGANGUE;ESS024;Coosalud;806013598;EMPRESA SOCIAL DEL ESTADO RIO GRANDE DE LA MAGDALENA DEL MUNICIPIO DE MAGANGUE;Capitación ; 493,978,810.00   ; 493,978,810.00   
13430;BOLIVAR;MAGANGUE;ESS207;Mutual Ser;806013598;EMPRESA SOCIAL DEL ESTADO RIO GRANDE DE LA MAGDALENA DEL MUNICIPIO DE MAGANGUE;Capitación ; 426,376,045.00   ; 426,376,045.00   
13430;BOLIVAR;MAGANGUE;ESS207;Mutual Ser;900217580;IPS VITAL SALUD S.A.S;Capitación ; 11,085,242.00   ; 11,085,242.00   
13430;BOLIVAR;MAGANGUE;ESS207;Mutual Ser;900994767;CORPORACION VIDA Y SALUD MAGANGUE IPS;Capitación ; 74,294,326.00   ; 74,294,326.00   
13433;BOLIVAR;MAHATES;EPSS37;Nueva Eps;806007880;E.S.E. HOSPITAL LOCAL MAHATES;Capitación ; 3,455,045.00   ; 3,455,045.00   
13433;BOLIVAR;MAHATES;EPSS41;Nueva Eps;806007880;E.S.E. HOSPITAL LOCAL MAHATES;Capitación ; 15,154,699.00   ; 15,154,699.00   
13433;BOLIVAR;MAHATES;ESS024;Coosalud;806007880;E.S.E. HOSPITAL LOCAL MAHATES;Capitación ; 82,013,304.00   ; 82,013,304.00   
13433;BOLIVAR;MAHATES;ESS207;Mutual Ser;806007880;E.S.E. HOSPITAL LOCAL MAHATES;Capitación ; 392,083,883.00   ; 392,083,883.00   
13440;BOLIVAR;MARGARITA;CCF055;Cajacopi;806003072;CIAMED LTDA I.P.S.;Capitación ; 40,024,314.00   ; 40,024,314.00   
13440;BOLIVAR;MARGARITA;CCF055;Cajacopi;900397110;CONSUSALUD DEL CARIBE IPS LTDA;Capitación ; 2,908,983.00   ; 2,908,983.00   
13440;BOLIVAR;MARGARITA;EPSS37;Nueva Eps;806003072;CIAMED LTDA I.P.S.;Capitación ; 7,987,145.00   ; 7,987,145.00   
13440;BOLIVAR;MARGARITA;EPSS41;Nueva Eps;806003072;CIAMED LTDA I.P.S.;Capitación ; 17,802,194.00   ; 17,802,194.00   
13440;BOLIVAR;MARGARITA;ESS024;Coosalud;806003072;CIAMED LTDA I.P.S.;Capitación ; 57,740,006.00   ; 57,740,006.00   
13442;BOLIVAR;MARIA LA BAJA;CCF055;Cajacopi;806010788;E.S.E. HOSPITAL LOCAL MARIALABAJA;Capitación ; 12,492,836.00   ; 12,492,836.00   
13442;BOLIVAR;MARIA LA BAJA;CCF055;Cajacopi;900397110;CONSUSALUD DEL CARIBE IPS LTDA;Capitación ; 889,056.00   ; 889,056.00   
13442;BOLIVAR;MARIA LA BAJA;EPSS37;Nueva Eps;806010788;E.S.E. HOSPITAL LOCAL MARIALABAJA;Capitación ; 21,337,810.00   ; 21,337,810.00   
13442;BOLIVAR;MARIA LA BAJA;EPSS41;Nueva Eps;806010788;E.S.E. HOSPITAL LOCAL MARIALABAJA;Capitación ; 75,595,130.00   ; 75,595,130.00   
13442;BOLIVAR;MARIA LA BAJA;ESS024;Coosalud;806010788;E.S.E. HOSPITAL LOCAL MARIALABAJA;Capitación ; 29,424,779.00   ; 29,424,779.00   
13442;BOLIVAR;MARIA LA BAJA;ESS207;Mutual Ser;900351827;CENTRO MEDICO INTEGRAL ALTOS DE LA CANDELARIA S.A.S;Capitación ; 1,575,595.00   ; 1,575,595.00   
13458;BOLIVAR;MONTECRISTO;CCF055;Cajacopi;806008930;ESE CENTRO DE SALUD CON CAMAS DE MONTECRISTO;Capitación ; 13,949,031.00   ; 13,949,031.00   
13458;BOLIVAR;MONTECRISTO;CCF055;Cajacopi;900397110;CONSUSALUD DEL CARIBE IPS LTDA;Capitación ; 1,129,842.00   ; 1,129,842.00   
13458;BOLIVAR;MONTECRISTO;EPSS41;Nueva Eps;806008930;ESE CENTRO DE SALUD CON CAMAS DE MONTECRISTO;Capitación ; 3,453,810.00   ; 3,453,810.00   
13458;BOLIVAR;MONTECRISTO;ESS024;Coosalud;806008930;ESE CENTRO DE SALUD CON CAMAS DE MONTECRISTO;Capitación ; 15,297,717.00   ; 15,297,717.00   
13458;BOLIVAR;MONTECRISTO;ESS207;Mutual Ser;806008930;ESE CENTRO DE SALUD CON CAMAS DE MONTECRISTO;Capitación ; 157,959,636.00   ; 157,959,636.00   
13468;BOLIVAR;MOMPOS;CCF055;Cajacopi;806007257;E.S.E. HOSPITAL LOCAL SANTA MARIA DE MOMPOX BOLIVAR;Capitación ; 14,733,178.00   ; 14,733,178.00   
13468;BOLIVAR;MOMPOS;CCF055;Cajacopi;900397110;CONSUSALUD DEL CARIBE IPS LTDA;Capitación ; 1,578,486.00   ; 1,578,486.00   
13468;BOLIVAR;MOMPOS;CCF055;Cajacopi;900494165;IPS SANFRANCISCO DE MOMPOS LTDA;Capitación ; 13,972,694.00   ; 13,972,694.00   
13468;BOLIVAR;MOMPOS;EPSS41;Nueva Eps;806007257;E.S.E. HOSPITAL LOCAL SANTA MARIA DE MOMPOX BOLIVAR;Capitación ; 27,267,794.00   ; 27,267,794.00   
13468;BOLIVAR;MOMPOS;ESS024;Coosalud;806007257;E.S.E. HOSPITAL LOCAL SANTA MARIA DE MOMPOX BOLIVAR;Capitación ; 57,535,748.00   ; 57,535,748.00   
13468;BOLIVAR;MOMPOS;ESS207;Mutual Ser;806007257;E.S.E. HOSPITAL LOCAL SANTA MARIA DE MOMPOX BOLIVAR;Capitación ; 325,270,157.00   ; 325,270,157.00   
13468;BOLIVAR;MOMPOS;ESS207;Mutual Ser;806012960;FUNDACION SER;Capitación ; 70,761,973.00   ; 70,761,973.00   
13473;BOLIVAR;MORALES;EPSS41;Nueva Eps;806007002;ESE HOSPITAL SAN SEBASTIAN;Capitación ; 233,790,434.00   ; 233,790,434.00   
13490;BOLIVAR;NOROSI;EPSS41;Nueva Eps;806008153;ESE HOSPITAL LOCAL LA CANDELARIA;Capitación ; 367,317.00   ; 367,317.00   
13490;BOLIVAR;NOROSI;ESS207;Mutual Ser;806008153;ESE HOSPITAL LOCAL LA CANDELARIA;Capitación ; 102,920,829.00   ; 102,920,829.00   
13549;BOLIVAR;PINILLOS;ESS207;Mutual Ser;806007343;ESE HOSPITAL SAN NICOLAS DE TOLENTINO;Capitación ; 477,720,996.00   ; 477,720,996.00   
13549;BOLIVAR;PINILLOS;ESS207;Mutual Ser;806016046;SURSALUD IPS S.A.S;Capitación ; 25,961,032.00   ; 25,961,032.00   
13580;BOLIVAR;REGIDOR;EPSS41;Nueva Eps;806008153;ESE HOSPITAL LOCAL LA CANDELARIA;Capitación ; 264,468.00   ; 264,468.00   
13580;BOLIVAR;REGIDOR;ESS207;Mutual Ser;806008153;ESE HOSPITAL LOCAL LA CANDELARIA;Capitación ; 85,801,287.00   ; 85,801,287.00   
13600;BOLIVAR;RIO VIEJO;EPSS41;Nueva Eps;806008153;ESE HOSPITAL LOCAL LA CANDELARIA;Capitación ; 4,796,078.00   ; 4,796,078.00   
13600;BOLIVAR;RIO VIEJO;ESS207;Mutual Ser;806008153;ESE HOSPITAL LOCAL LA CANDELARIA;Capitación ; 167,850,163.00   ; 167,850,163.00   
13620;BOLIVAR;SAN CRISTOBAL;EPSS37;Nueva Eps;806007923;E.S.E. HOSPITAL LOCAL ARJONA;Capitación ; 630,180.00   ; 630,180.00   
13620;BOLIVAR;SAN CRISTOBAL;EPSS41;Nueva Eps;806007923;E.S.E. HOSPITAL LOCAL ARJONA;Capitación ; 46,680.00   ; 46,680.00   
13620;BOLIVAR;SAN CRISTOBAL;ESS024;Coosalud;806007923;E.S.E. HOSPITAL LOCAL ARJONA;Capitación ; 1,602,515.00   ; 1,602,515.00   
13620;BOLIVAR;SAN CRISTOBAL;ESS207;Mutual Ser;806007923;E.S.E. HOSPITAL LOCAL ARJONA;Capitación ; 139,876,192.00   ; 139,876,192.00   
13647;BOLIVAR;SAN ESTANISLAO;EPSS41;Nueva Eps;806007238;E.S.E. HOSPITAL LOCAL ANA MARIA RODRIGUEZ DE SAN ESTANISLAO DE KOTSKA;Capitación ; 19,915,065.00   ; 19,915,065.00   
13647;BOLIVAR;SAN ESTANISLAO;ESS024;Coosalud;806007238;E.S.E. HOSPITAL LOCAL ANA MARIA RODRIGUEZ DE SAN ESTANISLAO DE KOTSKA;Capitación ; 103,792,231.00   ; 103,792,231.00   
13647;BOLIVAR;SAN ESTANISLAO;ESS207;Mutual Ser;806007238;E.S.E. HOSPITAL LOCAL ANA MARIA RODRIGUEZ DE SAN ESTANISLAO DE KOTSKA;Capitación ; 125,983,415.00   ; 125,983,415.00   
13650;BOLIVAR;SAN FERNANDO;CCF055;Cajacopi;806007689;ESE HOSPITAL LOCAL SANFERNANDO BOLIVAR;Capitación ; 49,568,753.00   ; 49,568,753.00   
13650;BOLIVAR;SAN FERNANDO;CCF055;Cajacopi;900397110;CONSUSALUD DEL CARIBE IPS LTDA;Capitación ; 4,123,203.00   ; 4,123,203.00   
13650;BOLIVAR;SAN FERNANDO;ESS024;Coosalud;806007689;ESE HOSPITAL LOCAL SANFERNANDO BOLIVAR;Capitación ; 52,423,136.00   ; 52,423,136.00   
13654;BOLIVAR;SAN JACINTO;ESS207;Mutual Ser;806007303;E.S.E. DEL ESTADO HOSPITAL LOCAL DEL MUNICIPIO DE SAN JACINTO BOLIVAR;Capitación ; 305,656,169.00   ; 305,656,169.00   
13654;BOLIVAR;SAN JACINTO;ESS207;Mutual Ser;900886235;ASOCIACIÓN MÉDICA LA FE SAS;Capitación ; 18,061,196.00   ; 18,061,196.00   
13655;BOLIVAR;SAN JACINTO DEL CAUCA;CCF055;Cajacopi;806014499;ESE CENTRO DE SALUD CON CAMA;Capitación ; 12,233,230.00   ; 12,233,230.00   
13655;BOLIVAR;SAN JACINTO DEL CAUCA;CCF055;Cajacopi;900397110;CONSUSALUD DEL CARIBE IPS LTDA;Capitación ; 810,852.00   ; 810,852.00   
